text,stars,sentiment,film_id
"Aka ŠAMAN. Příběh Yakutského šamana  a moskevského houslisty Dimitri, kteří utečou na dvou divokých koních ze sibiřského pracovního tábora. Dimitri krátce po útěku zustává sám v drsné zimní tajze a snaží se dostat zpět do Mosky s pomocí amuletu od šamana. Film zobrazuje krásnou , ale také drsnou sibiřskou přírodu, kterou doprovází výborná meditační hudba.",5,positive,277560
"Tímto dílem jsme světu ukázali, kde se natáčí nejlepší pohádky. Nebudu se tajit tím, že jde o mou nejoblíbenější pohádku. Ale uznejte, že si to zaslouží právem. Viděli jste někdy lepšího satana než Karla Heřmánka? Co třeba Al Pacino, říkáte si, ale Al Pacino je z úplně jiného světa, světa velkoměsta. Jeho dialogům rozumějí jen starší diváci, kdežto Karlovi rozumějí všichni, bez rozdílu věku. Viděli jste někdy lepší peklo než tady? Já tedy ne. Petr Nárožný ve své životní roli:Máchale.... Snad jedinou vadou na kráse je píseň ""Petře Petříčku"". Hynek Bočan musel dostat záchvat tvořivosti, protože tohle je opravdu jediný jeho dobrý film. Navíc, na český film perfektní hudba. Co chtít víc? Plný počet.",5,positive,821
"Jedna z nejlepších Lynchovin !- Skvělá atmosféra, velké napětí, skvělí herci. Že jste to nepochopili ? Buďte rádi, je-likož ten, kdo to pochopil je buď velký, osamělý a věčně smutný génius nebo autistický a neurotický šílenec s velkou zálibou v alkoholu - každopádně se obou dvoum nežije moc dobře . . .",5,positive,6255
"(1001) Ó můj bože, já jsem plakala! Nicméně to pravděpodobně bylo výtečným Ludwigem van. Na imdb jsem se dočetla, že titulní role byla psána na tělo Paulovi Bettanymu, a musím říct, že toho si jako křehkého uzlíčka, který potřebuje zachránit, aby v sobě našel lva, dovedu představit mnohem lépe. Colin Firth rozhodně nepůsobí jako tápající zranitelný muž, nýbrž jako pevná zakořeněná skála, o kterou by se nejeden s radostí opřel. Ale co to melu za blbosti, čím víc nad tímto filmem přemýšlím, tím víc mi přijde zákeřný a špatný.",2,negative,269587
"20%- Možná že se z toho námětu dala uvařit třeskutá crazy komedie na ""český způsob"". Vznikla ovšem téměř nekoukatelná a zapomenutelná nuda. Pár zajímavých momentů (spíš pokusů) tam bylo (např. v tramvaji zapomenutý pohřební věnec se stuhou ""Nikdy nezapomeneme""), ale jinak pokusy o aktuální satiru dopadly špatně. Po letech si trochu vybavím pouze povídku ""Tramvaj do Poděbrad"", ostatní dvě ve mně nezanechaly žádnou stopu.",1,negative,5346
"Po dobrém začátku přišla trochu nudnější prostřední část, a ke konci nám tvůrci zahrozili čínskou hrozbou. Jinak jsou zde zařazeny všechny typy satelitů, ale jde zde spíše o jejich vyjmenování než o podrobný popis funkce či princip fungování.",4,positive,277553
Francouzští intelektuálové rozmlouvají u krásných obrazů o životě na Sibiři.Akademicky chladné a poněkud plonkové.,2,negative,277560
"Nejsem si jistá,kde je chyba,ale mě tohle dílko nevzalo.Vlastně mě celkem nudilo až na pár momentů.Mnohem více se mi líbil Sběratel polibků s podobnou atmosférou.",2,negative,2671
"Mé druhé setkání s Lynchem a to setkání opět pětihvězdičkové (po Lost Highway). Perfektní detektivka, která nezaujme až tak kvůli příběhu, ale kvůli atmosféře a nezapomenutelným hereckým výkonům. Dennis Hopper používající místo spojek a předložek slovíčko fuck v jakékoli jeho známé podobě, Kyle MacLachlan ve své životní roli předvádějící kuřecí chůzi, půvabná Laura Dern k nakousnutí a spousta dalších. Isabella Rossellini se mi zas tak nelíbila, vše ovšem vynahradila píseň Blue Velvet. Dvě hodiny jsem se nenudil a nechával se unášet Lynchovou nevysychající studnicí nápadů, perfektní kamerou a v neposlední řadě nevlezlou muzikou. V tomto případě stálo ""doplnění vzdělání"" za to.",5,positive,6247
"Je to naprosté béčko, proto od toho nic neočekávat. Pominul jsem trikovou úroveň i inteligenci vojáků a ochranky. To, co mě nutilo dokoukat celý film, byla určitá dávka napětí. Ať se jednalo o první kontakt s ještěrem v podzemních tunelech, nebo následné jeho chytání resp. obráceně chytání lidí. Závěrečný fight už byla spíše sranda.",1,negative,71486
"Dokonalý, mistrovský klenot naší kinematografie. Zničující, kruté a nelidské svědectví o tehdejší době, odehrávající se ve školním prostředí. O její moci, necitelnosti a lhostejnosti. Bezmoc a strach je nejvíce ukazován prostřednictvím hlavních hrdinů, studentů, kterým nebylo dopřáno, aby plně prožili svá bezstarostná, studentská léta. Vše se změní díky jednomu nevinnému, avšak neomluvitelnému žertu, díky němuž se stali nečekaným terčem vyslanců protektorátu, a který bude mít děsivé následky jak pro ně, tak jejich rodinu a vyučujícího profesora, excelujícího Františka Smolíka. Vše se vytratilo a oni přestali být naivními, rozjařenými lidmi, s lehkostí a úsměvy v obličeji, a během filmu se stali těmi, jimž se prožité události nesmazatelně podepsaly na tvářích. Milostné vzplanutí Jany Brejchové ke spolužákovi Ivanu Mistríkovi, tvořící jednu z vedlejších dějových linií, nabývá nešťastných rozměrů právě proto, že vzniklo ve chvíli, kdy již nebylo možno, aby jejich láska dostála svého naplnění. Strhující herectví, velmi hustá a tíživá atmosféra, všudy přítomný strach a zdrcující konec, neodvratitelně završující celý film.",5,positive,5342
"[imdb: 8.4/10]| me:Vynikajúce. Clint je opäť za kamerou aj pred kamerou a výsledok je výborny. Príbeh starnúceho tvrďasa, veterána a hrdého američana ... o zmenách pohľadu na život a zásady vo veľmi zaujímavom podaní. Skvelé vykreslená postava Walta stvárnená na 100%, plus ostatné silné faktory ako : réžia, hudba, ... ma opäť presviedčajú, že Clint je proste geniálny.",5,positive,240479
"Ani nevím proč jsem věnoval část svého odpoledne tomuhle filmu. Částečně asi kvůli atmosféře, která mi evokovala osmdesátá léta - bohužel záhy jsem zjistil, že ne všechny filmy z tohohle období (film je už ale z roku 1994) dokáží ještě dnes fungovat. Dějově je poskládaný z těch horších nápadů, které jsou ještě podepřeny různými klišé. Musím říct, že kdybych se na něho díval kdysi, byl bych spokojený, teď mi to přišlo jako ztráta času.",1,negative,14855
"Žádné emoce se nekonaly, jen údiv nad tím, jak mohl tak kvalitní režisér, jehož některé filmy jsou opravdu skvělé, natočit takovouhle zbytečnost.",1,negative,6249
",,Čí je to motorka?  To není motorka, miláčku. To je chopper. A čí je teda ten chopper? Zeda.  A kdo je Zed?  Zed je mrtvý, lásko. Je mrtvý.""  vše co v tomto filmu uslyšíte, vše co v tomto filmu uvidite JE NESMRTELNÝ!!!!!  tak jako Q.T.",5,positive,8852
"Krátke video, ktoré mi nič moc nehovorí, no animácia je celkom dobrá. Vizuál na začiatku je veľmi pekný, ale to je tak všetko. Je to len ďalšia z Lynchových momentálnych nálad, ktoré niekedy vyjadruje podobnými spôsobmi. 50%",2,negative,6245
"Jedná se o sloučení dvou pohádek, které toho celkově moc společného nemají. Snad až na podobnou atmosféru a lidi za kamerou. Obě pohádky jsou pohádky se vším všudy, která se dneska už netočí, ačkoliv jsou už téměř 60 let staré. Možná i tím líp. Ta řeč, kterou tehdy mluvili, ta tomu hodně pomáhá, že takhle kdysi dávno lidé mluvili. Zní mi tak líbezně pohádkově. Hodně mi připomíná scénáře starých pohádek typu PRINCEZNY SE ZLATOU HVĚZDOU a BYL JEDNOU JEDEN KRÁL. A stejně tak je těmto pohádkám podobná co se týče kostýmů a kulis. Ale co nejvíc mě zaujalo, tak ty dvě strašidla ve mlýně, Kemr s Filipovským. To jak byli bílí od mouky a holohlaví, ti byli tak nechutní, slizcí, prostě odporní. Navíc i jak je z počátku zpracovali, bylo skvělé. Průhledná strašidla v české pohádce z roku 1959. Pro mne veliké překvapení. [103. hodnocení, 4. komentář, 60%]",4,positive,6270
"Leon, jako očekávaný potomek Viktora Čističe, si svou cestu na filmové plátno musel najít. Menším překvapením je to, že po této cestě nejde sám, neboť vedle něj, se zarputilým výrazem v tváři, cupitá školu flákající Mathilda, což v součtu dává netradiční, výškově i věkově zcela nesourodý pár. Ačkoli na sobě obvykle nepozoruji sklony k voyerismu, tak do domácnosti této dvojice nakukuji často a rád. Za jediný Bessonův prohřešek považuji skutečnost, že mi director's cut v českém jazyce doposud zdárně uniká a s náhodně viděnou německou verzí jsem měl nepatrné jazykové problémy.",5,positive,773
"Svet vražedného maniaka v kocke: krutá pomsta ženám za príkorie spôsobené matkou v detstve. Skalpy obetí lepí na hlavy ženských figurín. Z nich si následne vytvára vo svojom brlohu svojrázny hárem. Olemovaný náboženskými obrázkami, plagátmi polonahých žien a zapálenými sviečkami. Oveľa viac toho vo filme nie je. Len obete, chvíle napätia pred ich exekúciou a variácie ich odstránenia. Invencia scenára tým pádom dosť deravá. Diváka môže zaujať akurát tak bizarný príbytok a myšlienkový svet vraha, atmosféra strachu a nápaditosť nakrútenia mordov.",2,negative,6237
"Na melancholickou Simonu Chytrovou bych se mohl dívat celý den, ale to je tak všechno, co se tu dá pochválit. Scénář je zmatený a postrádá gradaci, hudba s anglickými písničkami je výsměchem. Laciná explicitnost se nese na vlně porevoluční snahy šokovat a vnášet do všeho erotiku. Vůbec nevím, proč tohle vzniklo, a ptám se sám sebe, zda je Páralova předloha taky tak hloupá. Pro komentář s tímhle pořadovým číslem jsem si mohl vybrat lepší film. (1 111.)",1,negative,7049
"Krásná pohádka o tom, že ani v té nejstrašnější životní situaci není definitivně prohráno a řadový člověk v sobě může najít sílu k nebývalému činu... No, jedinou chybou je asi to, že se bohužel jedná jen o pohádku a celý film je věrohodný stejně jako Keneallyho knižní předloha. Oskar Schindler - henleinovec; špion; válečný zločinec, jenž se musel po válce narychlo uklidit do Argentiny -  stíhaný československou i polskou tajnou službou; egoistický nespolehlivý obchodník i manžel; člověk, k němuž se úplatky sbíhaly a jenž je opět ochotně rozdával - ze všech možných důvodů, člověk, o jehož skutečné roli v přežití 1200 židů toho zaručeně víme pramálo. Stejně tak brněnecký azyl - místo s obrovskou úmrtností; místo, kde někteří ani nevěděli o existenci Oskara Schindlera; místo, za které se možná muselo draze platit. V každém případě však těch 1200 lidí přežilo, ať už to bylo zásluhou kohokoliv. Schindler však není ani černý, ani bílý - prostě šedý jako většina ostatních. Na druhou stranu se výborně povedl Amon Goeth - tenhle rozmazlený, nafoukaný, úplatný a marnivý klouček, který byl zbaven moci a zatčen samotnými SS. Jeho poslední pozdrav tak zřejmě nebude nic jiného než další nepromyšlené gesto člověka, který zdaleka nedospěl na místo, které zastával - dá-li se na něj vůbec dospět. Bez diskuzí nejlepší film Stevena Spielberga, a zatím jediný, na který se můžu podívat vícekrát.",4,positive,8653
"Dlouho jsem se bránil hodnotit tento film, protože mám z něho dost rozporuplné pocity a přitom se ten film nedá odepsat. Možná to všechno na papíře vypadalo líp, než se to zrealizovalo. Nemusí to přece dosahovat sofistikovaných výšin a podávat si to ruce s každou intelektuálně podávanou zábavou, ale mně přijde, že filmu chybí zásadní ingredience - vtip, respektive dobrý vtip. Nedá se napsat, že by ve filmu nebyl, ale ten, na koho měl být největší spoleh, Jaroslav Sypal, zkrátka film neutáhne a drží se při zdi. Jen asi ve dvou scénách to rozbalil velmi vtipně, ale pak zase útlum. Překonal ho ve vedlejší roli ministra zesnulý Václav Mareš a pár herců se blýskne snahou to komediálně posunout dopředu, ale crazy komedie z toho rozhodně nevyšla a ne taková, jakou tvůrci zamýšleli. To, co mělo být vtipné, není ani trapné, ale spíše ukázkově nevtipné. A hned je vidět snaha, že když tenhle vtip diváka nepobavil, není důvod truchlit a o pár filmových políček to přijde. Jenže nepřijde. Vtipů je co by na jedné ruce spočítal a tím to hasne. Soukup už od té doby natočil jen  televizní film a on se nikdy netajil tím, že práci pro televizi bude vehementně vždy odmítat. Jenže teď je za ni rád, a u diváků ztratil svůj kredit nezdolného matadora filmového plátna minulého století. Osobně bych mu přál návrat na plátna kin s nějakým opravdu zábavným a záživným filmem, který uměl vždy perfektně p(r)odat.  40%",2,negative,8597
"Toto že natočil Tobe Hooper? Ten slávny Hooper, ktorý režíroval také kultové horrory ako ""Poltergeist"" alebo ""Texaský masaker motorovou pilou"", skvelý sci-fi ""Lifeforce"", či televíznu adaptáciu druhého románu Stephena Kinga ""Prekliatie Salemu""? Tobe Hooper, ktorý s Johnom Carpenterom spolupracoval na projekte ""Historky z márnice""? Tento pán Hooper natočil aj  film ""Krokodíl""? To mi akosi nejde do hlavy. Čakal som od neho niečo omnoho, omnoho lepšie. *",1,negative,4490
"Kmotra snad ani nemá cenu komentovat. mohl bych totiž postupně vyjmenovat veškeré filmové stavební kameny a přidat  k nim zvýrazněný a dvakrát podtržený přívlastek FAMÓZNÍ. Režie, scénář, herci, hudba, kamera atd. jsou maximálně vypiplané a těžko na nich najdete nějakou chybu. The Godfather patří mezi největší klenoty veškeré světové kinematografie a po umělecké stránce zcela překonává původní román Maria Puza, který bohužel poznamenala autorova snaha zalíbit se co nejširší čtenářské mase.  - 100%",5,positive,1644
"Faktické hrubky, které ne úplně citlivě mění situace, ale i charaktery postav, jsme schopen nějakým způsobem akceptovat. Občas jsou zbytečné, ale většinou přinášejí snímku více drajvu. Opravdu na škodu jsou jen v pár momentech. Nicméně nemůžu se zbavit hořkého pocitu, že tenhle snímek je zbytečně ukočírovaný v hollywoodských mantinelech. Což je bohužel věc, které jsem se u rutinéra Howarda trochu bál.",2,negative,301401
"Hezky pěkně. Koukám, že někdejší režisér Komanda Mark L Lester taky skončil v pěkných sračkách. No je to asi podobná ptákovina jako předchozí Pterodaktyl. Dokoukat to jde, ale zázraky nečekejte.35%",2,negative,355312
"O trochu méně blbé než jednotka, zato mnohem nudnější. Do poloviny to vypadá jakoby tu ani žádnej krokodýl bejt neměl a pak náhle vyskočí z vody na prvního nešťastníka to digitální cosi, co známe z předchůdce. Ale stejnak to nenabere pořádný tempo, neni tu ani známka po úmyslnej nadsázce a tý neúmyslný taky ubylo. Zápletka s únosci a rukojmími je stokrát ohratá, plná nudných klišé a krokouše odstavuje na druhou kolej. Rozhodně nebrat.",1,negative,164926
"Oproti mému oblíbenému béčku Pavouci 1 je to hodně slabší. Za 1) pavouci se ukazvaly v prvním dílu daleko víc , za 2) v jedničce se dělo celkem dost věcí takže člověk byl v pohodě a suprově to uběhlo a za 3) jednička měla dokonce lepší efekty(samozřejmě s porovnáním s tímhle).  Jednička mi přijde celkem podhodnocená, u dvojky je hodnocení v jistých směrech uspokojivé. 30%.",2,negative,49214
"Dolfíku, Dolfíku, peniažky sú peniažky a filmová skúsenosť tak isto. No ale aspoň si v minulosti po sebe zanechal skvelé opusy, na ktoré žánrový fanúšik nedá dopustiť. Toto tu, je na oplátku jedna tvoja veľká hanba.",1,negative,162926
"Romantický noir s tunou důkazů o tom, že k Lynchovi je zkrátka třeba hledat si vlastní cestu. Někdy to nevyjde, jindy je z toho naopak nezapomenutelný zážitek. MacLachlanova naivita ruku v ruce s neuchopitelnou aurou Isabelly Rossellini stvořily podívanou, která se nedá odvyprávět, jen zažít. Pro nejvyšší hodnocení by pošuk Dennis Hopper musel přeci jen trochu ubrat ze svého raketového temperamentu.",4,positive,6247
"Nejlepší české sci-fi! Pokud tedy nepočítám seriál Návštěvníci, ale tohle je víc ""pro dospělé"". Ve filmu je bravurní mix napětí i humoru. K tomu všemu příjemné herecké obsazení (jak už bylo ale v tehdejších dobách zvykem). Je tedy pravda, že Hitler se v blízkém záběru Hitlerovi moc nepodobá, ale to můžeme hodit za hlavu. Pár scénáristických bot tam sice je, ale to je ve většině filmů, které se zabývají cestováním časem. Tohle je jeden z mála našich starších filmů, který by se klidně mohl prosadit i ve světě (většina starších českých komedií je plná našeho osobitého humoru, který by v cizině nemuseli pochopit). Nechápu, že ho zná jen pár Britů. A už vůbec nechápu, proč má zde na CSFD jen 76% (září 2007). Zasloužilo by si to osmdesátkovou hodnotu...",5,positive,7404
"Bylo by to spíš na 3***, ale za výbornou atmosféru, především ze začátku filmu dám víc. Scéna, ve které Kyle najde ucho je geniální.",4,positive,6247
"// Co je to Matrix ? Podle mého to je pevný, efektivní a mnou adorovaný vztah mezi přívlastky COOL a EPIC - nic víc, nic míň.The Matrix - 90% / Reloaded - 100% / Revolutions - 90%",5,positive,9499
"Moje hodnocení vychází z toho, že jsem se celkově docela dobře pobavila (kombinace triků, které působí dojmem, že byste je zvládli taky, typicky americké silácké řeči a snad všech klišé akčních filmů, která vás napadnou). Celkově je to typické americké béčko až céčko, snažící se reagovat na události ze září 2001.",1,negative,120687
"Co by som mohol k tomuto filmovemu skvostu este napisat ako to, ze je to jeden z najlepsich filmov vsetkych cias. Videl som ho viackrat a mozem ho vidiet stale znova a znova. Skvely Tim Robbins spolu s Morganom Freemanom mi pripravili filmovu lahodku, na ktoru nikdy nezabudnem a na ktorej je podpisana i hudba Thomasa Newmana. Zaver filmu je jednoducho excelentny :-) ... 09.05.2009 ____Tim Robbins - (Andy Dufresne) +++ Morgan Freeman - (Red) +++ Bob Gunton - (Riaditel Warden Norton) +++ William Sadler - (Heywood) +++ Clancy Brown - (Kapitan Hadley) +++ Gil Bellows - (Tommy) +++ Hudba: Thomas Newman +++",5,positive,2294
"Béčko se vším všudy. Cyborgové ve světě budoucnost bez vyspělých technologií, klasických střelných zbraní a s jedinou potřebou, krve. Novodobí upíři v levném provedení světa, který je rozhodně zajímavý, herci slušní i známí a naivita i dobrý úmysl čiší z každého záběru. Rytíři jsou dalším z nepřeberného množství filmů, které potřebují při sledování nadhled, mladistvou naivitu nebo nostalgii. Albert Pyun není úchvatný režisér, ale obdivuji jeho vize, odvahu a schopnost docela slušně prodat cílové skupině ""fanoušků"" svá díla. Když k tomu přičtu dabing, prostě jsem se pobavil, jak jsem měl, ale nic víc...",2,negative,7536
"Nutný film k plnému pochopení a docenění Lynche. Kdo si k tělu nepustí jeho sentimentální, vřelou stránku nemůže nikdy porozumět jeho temnotě. Jedno bez druhého by nemělo smysl.",5,positive,6258
"Přelomová sci-fi se stylovým laděním, které tu dosud chybělo!! Za senzací, již první Matrix vyvolal, stojí hlavně inovativní sekvence bullet time, kterým jsem okamžitě přišel na chuť. Jednička se točí kolem Neovy postupné cesty k pochopení, jakou roli má sehrát v blížící se vzpouře proti strojům. Nicméně jeho výcvik, jeho vzezření, celá myšlenka. Nadšení. Efektně otočený každý dolar a akční vrchol konce poslední dekády minulého století, který navrch ukázal cestu, kterou se bude akční film ubírat. Podle mého snímek, který prakticky nestárne.",5,positive,9499
"Lehce slabší než Jáchym, nicméně opět nadupané takovým množstvím hlášek, že se dá říci, že třetina mluvených pasáží z filmu zlidověla :-). Kdo tohle může o svém filmu říct? * * * * *",5,positive,5992
"Cameron to vzal radikálně po svém a hraje na notně militantní strunu. Oproti jedničce ubylo na atmosféře a tajemna, napětí se ovšem nevytratilo a John ve svém druhém velkém filmu (nepočítám Piraně...ehm.) prokazuje svůj nezměrný talent a smysl pro perfekcionalismus.",5,positive,1245
"Jakkoliv již první scény předznamenávají závěr filmu, průběh troskotání, odvěce nevyzpytatelný a neopakovatelný, se odehrává po svém, bez ohledu k očekávání. V zásadě tak skličuje nejvíc jen ten strach propadnout mimo určenou siluetu předešlého sebevraha. Hrdinův pád se ale rozpíná vně domu i dvorku, postihuje celé město, ba celý svět a jeho viditelná smrt vychyluje z její osy i samu planetu. Šílenství se jeví jen jako svatá záchrana před všeobecným bláznovstvím. Když odcizení, které vraždí, získá lidské rysy, pak jakýkoliv projev bezohlednosti nebo ledabylosti vtělí tuto vražednou moc a kolem člověka povstávají jen jeho kati. Hrdinovo troskotání se ale nevypráví ani alegoricky ani věcně, tělesně, smyslově, prostě se odbývá, ve spěchu a sebevražedně, a snímek to poznamenává. Jako by se stále ohlížel kamsi jinam. Poslední krok je ale přesný. A spolu s ním vykročí i ti, kteří to nejméně čekali…",4,positive,7350
Já mám pro Kršku a Felixe le Beux slabost a tak o jednu hvězdičku nadsazuji. Na film jsem se nedávno díval znovu po letech a pořád mě bavil. Skvělá hudba a bezchybné herecké výkony.,4,positive,5378
"Režisér absolutně postrádá soudnost. Herecké „výkony” představitelů bijí do očí, stejně jako tragické dialogy, které jim lezou z pusy, do toho naprosto zmatený a nelogický scénář, který se snažil napodobit Vřískot a nepřináší absolutně nic nového. Vymlouvat na nízký rozpočet se nemůže, protože i s tím by většina lidí zvládla natočit lepší film.",1,negative,229857
"Tradičně blbí český policajti, kozatá Markéta a jako bonus diskotékový mafiokrál Jonák v nejdelší reklamě na pivo. Ten film je tak blbej až je místy vtipnej.",1,negative,108847
"Dalo by se toho napsat mnoho, čím je tento film speciální. Umím si představit kolik slz bylo uroněno lidmi, kteří šest let čelili válečným útrapám. Byl jim vyslán vzkaz, že svět je pořád krásné místo a že i když čas navrátit nelze, můžeme začít znova a lépe. Bolest a smutek ze zpronevěření se sám sobě odnáší proud řeky, návrat domů ke kořenům, znovuzrození...to vše se mohlo podvědomě objevit v hlavách vojáků, kteří se vraceli z fronty, vězňů, kteří se vrátili z koncentráků... . V kontextu doby je pozoruhodné, že se našli tvůrci, kteří takto citlivě dokázali pohladit diváky poetikou a humorem. Řeka čaruje je pozitivní film, který tenkrát lidé potřebovali. V průběhu let se z kinematografie stává čím dál víc jen zábavotvorný stroj na rýžování peněz. Přitom filmy mohou povzbuzovat, vzdělávat, léčit... . Dnes by byl podobný příběh zařazen jako fantasy a poetika by byla vytlačena hloupou linkou o úniku chemikálií do Sázavy, které způsobily omládnutí... . Ještě v polovině filmu bych dal plné hodnocení, ale chybí mi lepší vypointování toho všeho. Možná pár silnějších okamžiků, které by se týkaly setkání s Emou, nebo sblížení se Poldy a Helenky. Ona by nakonec porozuměla a mohla by s ním sdílet tajemství řeky. Přestože má tento námět obrovský potenciál, neumím si představit, jak to mohlo fungovat na divadle. Nicméně i dnes po osmdesáti letech, je to film krásný.",4,positive,5380
"Jeden ze 200 nejlepších sci-fi filmů - 200 Greatest Sci-Fi Movieshttp://www.csfd.cz/uzivatel/136528-rhk/.Dobré, ale zdaleka ne špičkové zpracování slavné Herbertovy sci-fi Duna. Přílišná uspěchanost a povrchnost filmu oproti knize - za 137 minut však víc asi stihnout nešlo. Silně jsem však postrádal hlavně tajuplnou atmosféru fremenské části příběhu, která patrně někam spadla pod stůl ve střižně a bez které film není rovnocenný geniální knižní předloze. Tentokrát Lynch zkrátka nebyl Kwisatz Haderach. Docela mne šokoval i ženáč Sting v roli homosexuálního Harkonnena Feydy Rautha. Konkurenční třídílná televizní verze Duny z roku 2000 (i s českými herci) je rozhodně věrnějším přepisem knihy. Trailer (k Lynchově Duně):http://www.csfd.cz/film/6250-duna-dune/videa/",4,positive,6250
"""Tady přece můžeme mluvit. Sem ucho nedali. Jsme jim přece říkali, že tady bude děcák. Klepáčka říkala, že do dětskejch pokojů to nedávaj."" Několikrát ve svém životě jsem se pokusil pochopit výjimečnost tohoto díla, nechat se omráčit těmi úžasnými hereckými výkony a pokaždé jsem usnul nudou. Tím jsem patrně potvrdil svůj filmový nevkus, ale přesto mi připadá, že tady se hodnotí spíše to, že ti zlí komunisti ubližovali hodným lidem. Jenže tady si STB dala tu práci s instalací odposlechů ve vile vysokého komunistického funkcionáře, který se jistě vyšplhal nahoru pouze poctivou prací a plněním plánu x-té pětiletky na 150%. Z dnešního angažovaného pohledu je STB zlo, komunista je taky zlo, takže kdo je v této hře hodný a kdo zlý? Mně je to jedno. Kvůli mně tohle z trezoru nikdo vytahovat nemusel, ale nějaký ten pokus o zachycení atmosféry jsem přeci jenom zaznamenal a tak dvě hvězdy posílám tajnou šifrou po kurýrovi ze Západního Německa.",2,negative,4983
"Karate Kid se začínajícím akné meets Discopříběh. Koho ani toto přirovnání neodradí, je masochista a měl by ke své potěše nejspíše volat Cenobity. Jedna hvězda za vnadnou hlavní představitelku, která T.J.Robertsovi zvýšila frekvenci nočních polucí.",1,negative,131364
Co to je kurva za sračku? Proč to má vůbec takový hodnocení? Proč se vlastně tady ještě nečemu divim. Jedna za Dafoe.,1,negative,6261
"║Rozpočet $7miliónov║Tržby USA $1,738,692║Tržby Celosvetovo $9,173,000║

Počiatočným lákadlom bola festivalmi preverená dráma Musíme si prehovoriť o Kevinovi. Z príbehu sa vykľula dosť statická sonda do života rodinky a hlavne trpiacej matky(Tilda Swinton), ktorej robí neustále stresy jej syn Kevin, ten ju postupne doháňa až do šialenstva. Vyhrotené situácie sú na dennom poriadku a len málo chýba aby matka skolabovala. Vo filme sa objaví ešte jedna známa tvár John C. Reilly(Bratia z donútenia), ten je prevažne známy z komických úloh a asi aj preto jeho postava vyznela tak plocho, nemal čo ponúknuť. Na druhú stranu snaženie Tildy Swinton sa nedá zaprieť ale pre príbehovú plochosť tam jej postava zanikne do stereotypu. Režisérka sa film snažila poňať až moc artovo, príbeh rozvetvila na viaceré dejové línie odohrávajúce sa v rôznych etapách života, tieto prestrihy v čase ale nepôsobia kompaktne, tento štýl diváka skoro nezapája do deja. Film sa dá označiť za klasicky Anglicky chladný, nekomunikatívny./videl v kine: 35%/(videl na festivaleArt Film Fest 2012)",2,negative,277621
"Skvělý počin Davida Lynche. Dvě a půl hodiny utečou jako nic, protože příběh je strhující od první minuty. V závěrečné půlhodině se vše otočí o 360 stupňů a člověk vůbec neví na čem je, ... já jen čekám, že se v posledním záběru dozvím jak to vlastně bylo. A nedočkal jsem se. Přestože film vlastně vůbec nechápu, zasluhuje absolutorium a to nejen za herecký výkon krásné Naomi Watts. Je s podivem, že nebyla nominována na Oscara!",5,positive,6256
"Atmosféricky Lynch opět balancuje na hraně možného, je to brilantní počin, nicméně dějově se jedná o velice jednoduchou záležitost, což ubírá na kráse filmu. Nicméně Lynch vdechuje skrz barvy, kompozice, symbolismus a hudbu do epické linie tolik života, že je možné odpustit jednoduchost v rovině příběhové a jen si vychutnávat snímek.",4,positive,6247
"Brrrr, ještě teď mne mrazí za krkem, když si představím tu hrůznou scénu s řidičem a těmi dvěma holkami. Realistické, nechutné a v českém prostředí = takové filmy jsou nejrealističtější pro mne. Je to pohled na člověka, který neměl svůj chtíč pod kontrolou, ale jinak žil normálním řádným životem a po aktu se z něj stává v našich očích zrůda , i on to tak cítí. Hrůzný film o činu, který se děje po celé planetě.",4,positive,7400
"První dvě třetiny na tři až čtyři hvězdičky - civilní, vcelku vkusně gradovaný vymítačský horůrek. Závěr je ale na pořádný pohlavek - z sympaticky nezávislého filmu se tvůrci zoufale snažili udělat strhující hrůzu, což se samozřejmě téměř nikdy nepovede. Škoda ho.",2,negative,277529
"Po Dune začínam nadobúdať dojem, že tábor Lynchových ucitevačov dokáže spraviť kult zo všetkého čo táto režisérska osobnosť natočí. V tomto prípade mal však radšej ostať na svojom piesočku a nepodriaďovať sa literárnej predlohe, tobôž ak ide o kultové sci-fi akým Duna bezosporu je. Táto depresívna a nezáživná vízia totiž nemá so svetom Franka Heberta veľa spoločného a rád by som vedel, čo sa preháňalo Raffaelle De Laurentiis  hlavou pri obsadzovaní režisérskeho postu. Neskoršie televízne spracovanie dopadlo oveľa lepšie, aj keď do úvahy beriem aj fakt,  že tento film nemal Lynch úplne pod kontrolou.",2,negative,6250
"Nesmyslná hudba, nesmyslný příběh. Co to vlastně je?Film to není, porno taky ne....možná tak nějaký soft.....ale za ty cérky jednu hvězdu dám :D ....nejšílenější podívaná všech dob.",1,negative,240359
